2011,1,10,1000000.000
2011,1,11,998785.000
2011,1,12,1002940.000
2011,1,13,1004815.000
2011,1,14,1009415.000
2011,1,18,1011935.000
2011,1,19,1031495.000
2011,1,20,1031935.000
2011,1,21,1030775.000
2011,1,24,1046815.000
2011,1,25,1053855.000
2011,1,26,1052295.000
2011,1,27,1052705.000
2011,1,28,1029665.000
2011,1,31,1039875.000
2011,2,1,1056635.000
2011,2,2,1056595.000
2011,2,3,1055505.000
2011,2,4,1058775.000
2011,2,7,1062765.000
2011,2,8,1076175.000
2011,2,9,1070495.000
2011,2,10,1065755.000
2011,2,11,1072855.000
2011,2,14,1074065.000
2011,2,15,1068585.000
2011,2,16,1070815.000
2011,2,17,1075135.000
2011,2,18,1082315.000
2011,2,22,1051165.000
2011,2,23,1045355.000
2011,2,24,1045175.000
2011,2,25,1052275.000
2011,2,28,1054075.000
2011,3,1,1033995.000
2011,3,2,1034745.000
2011,3,3,1056475.000
2011,3,4,1053577.000
2011,3,7,1050247.000
2011,3,8,1054369.000
2011,3,9,1060651.000
2011,3,10,1053919.000
2011,3,11,1054639.000
2011,3,14,1052803.000
2011,3,15,1048645.000
2011,3,16,1038079.000
2011,3,17,1040149.000
2011,3,18,1043155.000
2011,3,21,1046287.000
2011,3,22,1046863.000
2011,3,23,1049545.000
2011,3,24,1050445.000
2011,3,25,1054189.000
2011,3,28,1052767.000
2011,3,29,1055431.000
2011,3,30,1056691.000
2011,3,31,1055755.000
2011,4,1,1057861.000
2011,4,4,1057825.000
2011,4,5,1057375.000
2011,4,6,1057465.000
2011,4,7,1058059.000
2011,4,8,1057483.000
2011,4,11,1057303.000
2011,4,12,1056079.000
2011,4,13,1057303.000
2011,4,14,1059085.000
2011,4,15,1061263.000
2011,4,18,1060795.000
2011,4,19,1059841.000
2011,4,20,1058707.000
2011,4,21,1064899.000
2011,4,25,1063837.000
2011,4,26,1065277.000
2011,4,27,1068571.000
2011,4,28,1069291.000
2011,4,29,1068931.000
2011,5,2,1071685.000
2011,5,3,1072963.000
2011,5,4,1065703.000
2011,5,5,1058773.000
2011,5,6,1062568.000
2011,5,9,1063261.000
2011,5,10,1067386.000
2011,5,11,1064548.000
2011,5,12,1073392.000
2011,5,13,1065901.000
2011,5,16,1062469.000
2011,5,17,1067782.000
2011,5,18,1067584.000
2011,5,19,1068079.000
2011,5,20,1066693.000
2011,5,23,1060555.000
2011,5,24,1059664.000
2011,5,25,1058905.000
2011,5,26,1057057.000
2011,5,27,1058080.000
2011,5,31,1062700.000
2011,6,1,1055044.000
2011,6,2,1053526.000
2011,6,3,1050160.000
2011,6,6,1050160.000
2011,6,7,1050160.000
2011,6,8,1050160.000
2011,6,9,1050160.000
2011,6,10,1050160.000
2011,6,13,1050988.000
2011,6,14,1057972.000
2011,6,15,1051168.000
2011,6,16,1049272.000
2011,6,17,1043416.000
2011,6,20,1037512.000
2011,6,21,1049440.000
2011,6,22,1046224.000
2011,6,23,1056520.000
2011,6,24,1050688.000
2011,6,27,1057492.000
2011,6,28,1061344.000
2011,6,29,1059880.000
2011,6,30,1061824.000
2011,7,1,1070896.000
2011,7,5,1078276.000
2011,7,6,1081060.000
2011,7,7,1087552.000
2011,7,8,1090552.000
2011,7,11,1083736.000
2011,7,12,1083436.000
2011,7,13,1088536.000
2011,7,14,1088236.000
2011,7,15,1096780.000
2011,7,18,1107388.000
2011,7,19,1111036.000
2011,7,20,1123048.000
2011,7,21,1123504.000
2011,7,22,1130692.000
2011,7,25,1136908.000
2011,7,26,1142776.000
2011,7,27,1129840.000
2011,7,28,1128916.000
2011,7,29,1127320.000
2011,8,1,1134808.000
2011,8,2,1125448.000
2011,8,3,1129816.000
2011,8,4,1111660.000
2011,8,5,1107172.000
2011,8,8,1082788.000
2011,8,9,1107640.000
2011,8,10,1095316.000
2011,8,11,1107268.000
2011,8,12,1111204.000
2011,8,15,1118872.000
2011,8,16,1115368.000
2011,8,17,1115320.000
2011,8,18,1098136.000
2011,8,19,1086160.000
2011,8,22,1086652.000
2011,8,23,1107148.000
2011,8,24,1110232.000
2011,8,25,1107292.000
2011,8,26,1119076.000
2011,8,29,1126708.000
2011,8,30,1126732.000
2011,8,31,1120564.000
2011,9,1,1116028.000
2011,9,2,1107688.000
2011,9,6,1114492.000
2011,9,7,1119496.000
2011,9,8,1119748.000
2011,9,9,1111792.000
2011,9,12,1114732.000
2011,9,13,1120324.000
2011,9,14,1125916.000
2011,9,15,1130284.000
2011,9,16,1139296.000
2011,9,19,1152592.000
2011,9,20,1154764.000
2011,9,21,1153204.000
2011,9,22,1140868.000
2011,9,23,1143832.000
2011,9,26,1142488.000
2011,9,27,1137808.000
2011,9,28,1135120.000
2011,9,29,1127428.000
2011,9,30,1116376.000
2011,10,3,1108348.000
2011,10,4,1105840.000
2011,10,5,1112704.000
2011,10,6,1111660.000
2011,10,7,1102612.000
2011,10,10,1125328.000
2011,10,11,1139044.000
2011,10,12,1141312.000
2011,10,13,1148764.000
2011,10,14,1164988.000
2011,10,17,1162576.000
2011,10,18,1165264.000
2011,10,19,1137052.000
2011,10,20,1133092.000
2011,10,21,1130176.000
2011,10,24,1145596.000
2011,10,25,1136032.000
2011,10,26,1139416.000
